Message ID,Gemma Response,Inference Time (seconds),Throughput (tokens/second),Loading Time (seconds),Timestamp
10,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8eb-120b9d681ea2e7e70ef23780'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",2.034672975540161,40.30131671564114,0.0,2024-10-09 19:18:22
11,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8ed-100b2ee969d073592cfbb357'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.6586980819702148,133.5968669238955,0.0,2024-10-09 19:18:23
12,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8ed-687569bc38b5ec0f25497679'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.4804246425628662,201.90471388508556,0.0,2024-10-09 19:18:23
13,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8ee-3d5cb5747f7494011a9ad6ec'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.8759829998016357,94.75069723818288,0.0,2024-10-09 19:18:24
14,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8ef-39b623b140ca6987049d529c'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.9538116455078125,89.11612727767202,0.0,2024-10-09 19:18:25
15,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8f0-324fa0850eba608e4ffdb310'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.43970298767089844,195.58657187102818,0.0,2024-10-09 19:18:25
16,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8f0-310caa2b64d34ba80a8889ed'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.9157261848449707,120.12324406626269,0.0,2024-10-09 19:18:26
17,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8f1-0fa959661c29ef0f5a246d90'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",1.771958351135254,48.533872110990494,0.0,2024-10-09 19:18:28
18,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8f3-28d061bb0bd7beb50e095cb9'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.6820363998413086,148.08593796973295,0.0,2024-10-09 19:18:29
19,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8f3-06d4261c026cba0f7bf2c2ae'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.9793496131896973,87.81338026968929,0.0,2024-10-09 19:18:30
20,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8f4-7248d57b49781179385ebd61'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.4503366947174072,213.17383443568013,0.0,2024-10-09 19:18:30
21,"{'args': {}, 'data': '{""messages"": [{""role"": ""system"", ""content"": ""You are an excellent math teacher.""}, {""role"": ""user"", ""content"": ""what is linear algebra about?""}], ""temperature"": 0.7, ""stop"": [""<|eot_id|>""], ""max_tokens"": 128}', 'files': {}, 'form': {}, 'headers': {'Accept': '*/*', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '208', 'Content-Type': 'application/json', 'Host': 'httpbin.org', 'User-Agent': 'python-requests/2.32.3', 'X-Amzn-Trace-Id': 'Root=1-6706c8f5-0b3552d43650d6e858fb05bc'}, 'json': {'max_tokens': 128, 'messages': [{'content': 'You are an excellent math teacher.', 'role': 'system'}, {'content': 'what is linear algebra about?', 'role': 'user'}], 'stop': ['<|eot_id|>'], 'temperature': 0.7}, 'origin': '86.16.162.177', 'url': 'https://httpbin.org/post'}",0.4602503776550293,189.0275472304098,0.0,2024-10-09 19:18:31
